,id,target
0,132030,0.01656387
1,132031,0.046711855
2,132032,0.014514434
3,132033,0.011399925
4,132034,0.05164021
5,132035,0.020713575
6,132036,0.01624515
7,132037,0.08180809
8,132038,0.062261984
9,132039,0.0518022
10,132040,0.012232394
11,132041,0.20590809
12,132042,0.042111397
13,132043,0.02465232
14,132044,0.06345038
15,132045,0.014132383
16,132046,0.08794186
17,132047,0.080129914
18,132048,0.11025561
19,132049,0.038264815
20,132050,0.013097224
21,132051,0.0135921715
22,132052,0.043276157
23,132053,0.026036497
24,132054,0.012669673
25,132055,0.033879273
26,132056,0.013310911
27,132057,0.026274964
28,132058,0.012152978
29,132059,0.07121044
30,132060,0.015243903
31,132061,0.07169253
32,132062,0.01647702
33,132063,0.14592837
34,132064,0.018643562
35,132065,0.05285777
36,132066,0.009487012
37,132067,0.026304405
38,132068,0.07754792
39,132069,0.011546122
40,132070,0.014428475
41,132071,0.06507656
42,132072,0.060211282
43,132073,0.007381304
44,132074,0.034135744
45,132075,0.085343145
46,132076,0.012565748
47,132077,0.013606787
48,132078,0.05024191
49,132079,0.010937771
50,132080,0.06213174
51,132081,0.027445346
52,132082,0.042003233
53,132083,0.02304569
54,132084,0.016610056
55,132085,0.057393756
56,132086,0.021395868
57,132087,0.08769571
58,132088,0.012786234
59,132089,0.047563042
60,132090,0.09599048
61,132091,0.03797155
62,132092,0.03636535
63,132093,0.0083759455
64,132094,0.11814367
65,132095,0.018495368
66,132096,0.15148456
67,132097,0.0063372063
68,132098,0.06950786
69,132099,0.03548368
70,132100,0.014386041
71,132101,0.022824246
72,132102,0.011553939
73,132103,0.02235869
74,132104,0.036703885
75,132105,0.016731793
76,132106,0.012876506
77,132107,0.113795586
78,132108,0.027169988
79,132109,0.050228167
80,132110,0.033609565
81,132111,0.15996754
82,132112,0.011306135
83,132113,0.027187603
84,132114,0.017621014
85,132115,0.0796075
86,132116,0.057732012
87,132117,0.11639234
88,132118,0.018815638
89,132119,0.030013064
90,132120,0.014965722
91,132121,0.012056051
92,132122,0.045309655
93,132123,0.012063255
94,132124,0.020188805
95,132125,0.015481246
96,132126,0.12186032
97,132127,0.26537803
98,132128,0.0103208935
99,132129,0.007180066
100,132130,0.035305656
101,132131,0.079271816
102,132132,0.0799217
103,132133,0.034219995
104,132134,0.01600838
105,132135,0.017267091
106,132136,0.026034279
107,132137,0.014915784
108,132138,0.115654044
109,132139,0.007546127
110,132140,0.04942546
111,132141,0.051069852
112,132142,0.02656173
113,132143,0.052850276
114,132144,0.030349754
115,132145,0.020625409
116,132146,0.011910969
117,132147,0.097786814
118,132148,0.076955624
119,132149,0.007836739
120,132150,0.05748667
121,132151,0.047923278
122,132152,0.008042011
123,132153,0.0413452
124,132154,0.049579967
125,132155,0.012570392
126,132156,0.032428216
127,132157,0.06079355
128,132158,0.06537451
129,132159,0.015185048
130,132160,0.023201672
131,132161,0.12399307
132,132162,0.075337365
133,132163,0.13068287
134,132164,0.027913673
135,132165,0.009228281
136,132166,0.026491292
137,132167,0.01872585
138,132168,0.12193012
139,132169,0.03252563
140,132170,0.033289924
141,132171,0.011296252
142,132172,0.014567026
143,132173,0.031596646
144,132174,0.012750157
145,132175,0.0561548
146,132176,0.014012472
147,132177,0.02313919
148,132178,0.043656588
149,132179,0.030709025
150,132180,0.023201475
151,132181,0.01331554
152,132182,0.0089762835
153,132183,0.022253508
154,132184,0.064126834
155,132185,0.11033349
156,132186,0.030615875
157,132187,0.07420516
158,132188,0.023160001
159,132189,0.046434253
160,132190,0.029151322
161,132191,0.03571091
162,132192,0.009455769
163,132193,0.06673933
164,132194,0.047899053
165,132195,0.022552447
166,132196,0.0044830358
167,132197,0.03032069
168,132198,0.078241654
169,132199,0.017274505
170,132200,0.015654521
171,132201,0.019176293
172,132202,0.04294917
173,132203,0.025686475
174,132204,0.019205926
175,132205,0.017789388
176,132206,0.012132102
177,132207,0.05732874
178,132208,0.031632744
179,132209,0.045672607
180,132210,0.028288512
181,132211,0.010256737
182,132212,0.02765831
183,132213,0.009629126
184,132214,0.021370908
185,132215,0.050812278
186,132216,0.09018556
187,132217,0.08981567
188,132218,0.03228838
189,132219,0.1286179
190,132220,0.015500817
191,132221,0.009566192
192,132222,0.10564506
193,132223,0.05538504
194,132224,0.06925476
195,132225,0.010540479
196,132226,0.015683085
197,132227,0.04601458
198,132228,0.027406348
199,132229,0.053931218
200,132230,0.017366694
201,132231,0.015723417
202,132232,0.011760406
203,132233,0.0050230348
204,132234,0.121340826
205,132235,0.045403056
206,132236,0.011946219
207,132237,0.027004475
208,132238,0.010523107
209,132239,0.0584522
210,132240,0.022741051
211,132241,0.022656698
212,132242,0.013485259
213,132243,0.09534698
214,132244,0.013216564
215,132245,0.015660489
216,132246,0.043452643
217,132247,0.02927285
218,132248,0.052900005
219,132249,0.009862686
220,132250,0.2096223
221,132251,0.016270904
222,132252,0.02659768
223,132253,0.03170383
224,132254,0.016839426
225,132255,0.07552621
226,132256,0.07906387
227,132257,0.012381143
228,132258,0.020369751
229,132259,0.008145524
230,132260,0.026599118
231,132261,0.019545937
232,132262,0.022781543
233,132263,0.020655455
234,132264,0.02067542
235,132265,0.041036475
236,132266,0.016540794
237,132267,0.0074021877
238,132268,0.023476483
239,132269,0.009220947
240,132270,0.020664312
241,132271,0.026245097
242,132272,0.15435621
243,132273,0.061596107
244,132274,0.06655826
245,132275,0.016570512
246,132276,0.018130792
247,132277,0.01791143
248,132278,0.011581004
249,132279,0.026432566
250,132280,0.009937174
251,132281,0.15338458
252,132282,0.020861724
253,132283,0.1943871
254,132284,0.14399385
255,132285,0.0831681
256,132286,0.012188988
257,132287,0.029568173
258,132288,0.064662844
259,132289,0.029881783
260,132290,0.1802112
261,132291,0.0065420126
262,132292,0.014708187
263,132293,0.04640046
264,132294,0.0073513775
265,132295,0.021881972
266,132296,0.049575716
267,132297,0.030411208
268,132298,0.010605095
269,132299,0.01493592
270,132300,0.07382834
271,132301,0.05852813
272,132302,0.04745726
273,132303,0.014559594
274,132304,0.015294256
275,132305,0.012992288
276,132306,0.05924904
277,132307,0.047236685
278,132308,0.037711885
279,132309,0.016337913
280,132310,0.07772061
281,132311,0.12887377
282,132312,0.014152061
283,132313,0.009652939
284,132314,0.034745354
285,132315,0.05084847
286,132316,0.035661083
287,132317,0.071692854
288,132318,0.08190175
289,132319,0.028725853
290,132320,0.020754712
291,132321,0.022951292
292,132322,0.026076702
293,132323,0.049123373
294,132324,0.026277313
295,132325,0.029455904
296,132326,0.04651001
297,132327,0.032249168
298,132328,0.037162088
299,132329,0.024137756
300,132330,0.015104921
301,132331,0.012064277
302,132332,0.010349054
303,132333,0.0875096
304,132334,0.010285291
305,132335,0.031997442
306,132336,0.023697717
307,132337,0.02426554
308,132338,0.008221423
309,132339,0.04210035
310,132340,0.055349324
311,132341,0.07401131
312,132342,0.016001178
313,132343,0.029603254
314,132344,0.04045133
315,132345,0.12994385
316,132346,0.0600192
317,132347,0.048269972
318,132348,0.014764196
319,132349,0.14708367
320,132350,0.08612097
321,132351,0.018603655
322,132352,0.021432884
323,132353,0.13565381
324,132354,0.01583503
325,132355,0.055920117
326,132356,0.24248333
327,132357,0.015489237
328,132358,0.048295587
329,132359,0.013238504
330,132360,0.011970733
331,132361,0.006039551
332,132362,0.030672647
333,132363,0.121374704
334,132364,0.04274184
335,132365,0.03086146
336,132366,0.008538173
337,132367,0.10389357
338,132368,0.029128907
339,132369,0.062781535
340,132370,0.02845514
341,132371,0.11505732
342,132372,0.01818172
343,132373,0.024279213
344,132374,0.015114926
345,132375,0.016620435
346,132376,0.062191572
347,132377,0.030068409
348,132378,0.028780688
349,132379,0.029208833
350,132380,0.007632615
351,132381,0.028967625
352,132382,0.03882758
353,132383,0.020690111
354,132384,0.013851939
355,132385,0.015268698
356,132386,0.02697512
357,132387,0.03826655
358,132388,0.10560654
359,132389,0.02349126
360,132390,0.035746567
361,132391,0.0038364704
362,132392,0.035216153
363,132393,0.017995212
364,132394,0.014179229
365,132395,0.020892013
366,132396,0.008558286
367,132397,0.020517431
368,132398,0.014616556
369,132399,0.030421555
370,132400,0.033226576
371,132401,0.034639195
372,132402,0.019879883
373,132403,0.03886244
374,132404,0.014123037
375,132405,0.019325415
376,132406,0.04769372
377,132407,0.045101754
378,132408,0.02263756
379,132409,0.026824875
380,132410,0.023863163
381,132411,0.049221557
382,132412,0.017557157
383,132413,0.042687412
384,132414,0.038271815
385,132415,0.011345978
386,132416,0.023399059
387,132417,0.02541999
388,132418,0.018010074
389,132419,0.042694476
390,132420,0.019114228
