id,target
132030,0.4217297361791134
132031,0.6875211591521899
132032,0.49385722984870273
132033,0.24206063042084375
132034,0.7684553975860278
132035,0.5896632595856984
132036,0.2799786444877585
132037,0.790745217204094
132038,0.702228543361028
132039,0.6364806339144706
132040,0.3543939866622289
132041,0.7944966046015421
132042,0.49092508499821025
132043,0.35716527635852496
132044,0.5741993527611097
132045,0.4327130310734113
132046,0.7165597103039424
132047,0.7320059611399968
132048,0.7172590536872546
132049,0.5835647018750508
132050,0.21973839540034532
132051,0.3940033474067847
132052,0.5711440542340278
132053,0.34092523564894994
132054,0.29433338522911073
132055,0.4236340407033761
132056,0.3328550534447034
132057,0.3064429907997449
132058,0.14376076593374212
132059,0.6765310315291087
132060,0.25398862928152083
132061,0.615468849937121
132062,0.295743839815259
132063,0.8246089792251587
132064,0.4398707698782285
132065,0.5790614951650301
132066,0.3186393847564856
132067,0.5040902476012706
132068,0.5710723690191905
132069,0.22279241050283113
132070,0.41496054659287135
132071,0.7409617386261622
132072,0.5331924909353256
132073,0.21566386786599953
132074,0.5294943414131801
132075,0.7797771900892257
132076,0.3272268875936667
132077,0.3949740636348724
132078,0.6466791732609272
132079,0.2828796254098415
132080,0.554901607533296
132081,0.3914975557724635
132082,0.3863907970984777
132083,0.4411511584619681
132084,0.3895031724870205
132085,0.7021609584490458
132086,0.3231986826658249
132087,0.71777907371521
132088,0.346727644999822
132089,0.5056183455387752
132090,0.6212701550126076
132091,0.6912732276320458
132092,0.47556320985158285
132093,0.31681328316529594
132094,0.7793212707837422
132095,0.3408972998956839
132096,0.8142686792214712
132097,0.15418845967700084
132098,0.8016222075621287
132099,0.5699238063891728
132100,0.3216489900151889
132101,0.4640836743513743
132102,0.3726479900876681
132103,0.5607519032557805
132104,0.5183280743161838
132105,0.2773024063060681
132106,0.29907551740606625
132107,0.7716005365053813
132108,0.3851077051460743
132109,0.6221397575736046
132110,0.34432349721590677
132111,0.7690092780192693
132112,0.25581863085428874
132113,0.38619239926338195
132114,0.45244235495726265
132115,0.5984776905179023
132116,0.7313819259405137
132117,0.8111569301287334
132118,0.49686516294876737
132119,0.5061859424908955
132120,0.3303691687186559
132121,0.3596107239027818
132122,0.6483695383866628
132123,0.4224245016773542
132124,0.34160202304522197
132125,0.3735441119472186
132126,0.7986534376939137
132127,0.856003041267395
132128,0.3157924375931422
132129,0.3288276958962282
132130,0.5721929614245892
132131,0.7057196035981178
132132,0.6977363804976146
132133,0.46114092563589415
132134,0.378815782815218
132135,0.37922809563577176
132136,0.4534304032723109
132137,0.4622536505262057
132138,0.8165605099995931
132139,0.22491313584148884
132140,0.6358788968125979
132141,0.48748986596862476
132142,0.463758740623792
132143,0.6649272920687993
132144,0.4243561806281408
132145,0.3761328030129274
132146,0.22902366946140926
132147,0.7196534736951192
132148,0.5136195106804371
132149,0.2797398933271567
132150,0.699637059867382
132151,0.6670635902881622
132152,0.1794677563259999
132153,0.637540280620257
132154,0.44054603144526483
132155,0.35474377309282623
132156,0.5667303688327472
132157,0.617830789188544
132158,0.679629649023215
132159,0.4679366440574328
132160,0.32463132465879124
132161,0.6455570386846861
132162,0.7551514039436976
132163,0.6787176925937335
132164,0.5359362535675367
132165,0.26168284002691505
132166,0.4165588996311029
132167,0.3262745949377616
132168,0.7680279668172201
132169,0.5498883685469628
132170,0.566724636455377
132171,0.3788960348566373
132172,0.3518032722175121
132173,0.432642438908418
132174,0.36624040722846984
132175,0.6575652346014976
132176,0.30590222535034023
132177,0.39097354491551717
132178,0.5768045790990194
132179,0.5497691317399342
132180,0.4869425999124845
132181,0.3074417492498954
132182,0.16600510281821093
132183,0.38215903734167417
132184,0.5969208339850108
132185,0.6932739592591921
132186,0.519743187725544
132187,0.6086371966203054
132188,0.40640405590335527
132189,0.6079452975591024
132190,0.438307782659928
132191,0.635408087472121
132192,0.4218781089782715
132193,0.7448392907778422
132194,0.6752063123385111
132195,0.3163121100266775
132196,0.22657992792626222
132197,0.4615470093985399
132198,0.6762317285935084
132199,0.2358387543509404
132200,0.39896703481674195
132201,0.42121397038300834
132202,0.6859195787707965
132203,0.5778765072425206
132204,0.488074049949646
132205,0.5816864523291588
132206,0.242168989131848
132207,0.6839198799928029
132208,0.5594052879015604
132209,0.6921278962492943
132210,0.54908546179533
132211,0.2766067506869634
132212,0.527676693201065
132213,0.2842537775139014
132214,0.3833296798169613
132215,0.5940778909126917
132216,0.6828913825750351
132217,0.4984604621430238
132218,0.44735643059015273
132219,0.7205877113342285
132220,0.24606651710967223
132221,0.25715844760338463
132222,0.7505610324939092
132223,0.45875118086735406
132224,0.605768527885278
132225,0.23579353022078672
132226,0.3911481874187787
132227,0.6073010420799255
132228,0.4699763309955597
132229,0.6456171085437139
132230,0.35242618451515834
132231,0.44751338705420496
132232,0.35243506347139675
132233,0.1926105138659477
132234,0.7477272307872772
132235,0.4810124309857686
132236,0.2717038072024783
132237,0.3922470953563849
132238,0.24482106027503808
132239,0.6145543752113978
132240,0.44535392788549266
132241,0.504497866332531
132242,0.368638653109471
132243,0.6623093870282173
132244,0.3577428992589315
132245,0.31996381094058357
132246,0.6218963142236074
132247,0.4188279119133949
132248,0.6093240948518117
132249,0.15320458489159744
132250,0.7913098495205243
132251,0.3902777787297964
132252,0.53262115975221
132253,0.5603605622053146
132254,0.14921037664016087
132255,0.6960738417506218
132256,0.5069753077129523
132257,0.2501950560261806
132258,0.4201124334335327
132259,0.23247867080072562
132260,0.5484603813787301
132261,0.34626804729302724
132262,0.15092138001074393
132263,0.4229890511929989
132264,0.33677986045678454
132265,0.6001565317312877
132266,0.36253349204858143
132267,0.26636209145188333
132268,0.43895618796348573
132269,0.2723242524266243
132270,0.5213430445392927
132271,0.36738201037049295
132272,0.4976920681198438
132273,0.6624963800112407
132274,0.609494059085846
132275,0.4365758732954661
132276,0.4314239772657553
132277,0.3951560477912426
132278,0.3693081912895044
132279,0.5310411332050959
132280,0.35990675263106825
132281,0.6073297850290934
132282,0.5503822841246923
132283,0.762968966960907
132284,0.7206731422742207
132285,0.6670171734690666
132286,0.2681160767873128
132287,0.4466112435857455
132288,0.6296639595429102
132289,0.602290110985438
132290,0.7178700882196426
132291,0.251090618694822
132292,0.45524145031968755
132293,0.5221106889843941
132294,0.3295772239069144
132295,0.47391631921132404
132296,0.41536156783501305
132297,0.4837539167205493
132298,0.3649460381269455
132299,0.4538026288151741
132300,0.7494254909952481
132301,0.6921546272436778
132302,0.5092065533995629
132303,0.2848281711588303
132304,0.24215740613639355
132305,0.4054671824971835
132306,0.6592562048633893
132307,0.5976328375935555
132308,0.343832145233949
132309,0.3589619161685308
132310,0.6705321993430455
132311,0.8504757918914159
132312,0.3737984237571557
132313,0.4092017972966035
132314,0.48346199075380963
132315,0.5247424819072087
132316,0.6027365844448408
132317,0.7098293325304985
132318,0.6265827426314354
132319,0.4556228042642276
132320,0.407466938495636
132321,0.34403103023767473
132322,0.48507834096749625
132323,0.5636353135108948
