id,target
132030,0.01656387
132031,0.046711855
132032,0.014514434
132033,0.011399925
132034,0.05164021
132035,0.020713575
132036,0.01624515
132037,0.08180809
132038,0.062261984
132039,0.0518022
132040,0.012232394
132041,0.20590809
132042,0.042111397
132043,0.02465232
132044,0.06345038
132045,0.014132383
132046,0.08794186
132047,0.080129914
132048,0.11025561
132049,0.038264815
132050,0.013097224
132051,0.013592172
132052,0.043276157
132053,0.026036497
132054,0.012669673
132055,0.033879273
132056,0.013310911
132057,0.026274964
132058,0.012152978
132059,0.07121044
132060,0.015243903
132061,0.07169253
132062,0.01647702
132063,0.14592837
132064,0.018643562
132065,0.05285777
132066,0.009487012
132067,0.026304405
132068,0.07754792
132069,0.011546122
132070,0.014428475
132071,0.06507656
132072,0.060211282
132073,0.007381304
132074,0.034135744
132075,0.085343145
132076,0.012565748
132077,0.013606787
132078,0.05024191
132079,0.010937771
132080,0.06213174
132081,0.027445346
132082,0.042003233
132083,0.02304569
132084,0.016610056
132085,0.057393756
132086,0.021395868
132087,0.08769571
132088,0.012786234
132089,0.047563042
132090,0.09599048
132091,0.03797155
132092,0.03636535
132093,0.008375946
132094,0.11814367
132095,0.018495368
132096,0.15148456
132097,0.006337206
132098,0.06950786
132099,0.03548368
132100,0.014386041
132101,0.022824246
132102,0.011553939
132103,0.02235869
132104,0.036703885
132105,0.016731793
132106,0.012876506
132107,0.113795586
132108,0.027169988
132109,0.050228167
132110,0.033609565
132111,0.15996754
132112,0.011306135
132113,0.027187603
132114,0.017621014
132115,0.0796075
132116,0.057732012
132117,0.11639234
132118,0.018815638
132119,0.030013064
132120,0.014965722
132121,0.012056051
132122,0.045309655
132123,0.012063255
132124,0.020188805
132125,0.015481246
132126,0.12186032
132127,0.26537803
132128,0.010320894
132129,0.007180066
132130,0.035305656
132131,0.079271816
132132,0.0799217
132133,0.034219995
132134,0.01600838
132135,0.017267091
132136,0.026034279
132137,0.014915784
132138,0.115654044
132139,0.007546127
132140,0.04942546
132141,0.051069852
132142,0.02656173
132143,0.052850276
132144,0.030349754
132145,0.020625409
132146,0.011910969
132147,0.097786814
132148,0.076955624
132149,0.007836739
132150,0.05748667
132151,0.047923278
132152,0.008042011
132153,0.0413452
132154,0.049579967
132155,0.012570392
132156,0.032428216
132157,0.06079355
132158,0.06537451
132159,0.015185048
132160,0.023201672
132161,0.12399307
132162,0.075337365
132163,0.13068287
132164,0.027913673
132165,0.009228281
132166,0.026491292
132167,0.01872585
132168,0.12193012
132169,0.03252563
132170,0.033289924
132171,0.011296252
132172,0.014567026
132173,0.031596646
132174,0.012750157
132175,0.0561548
132176,0.014012472
132177,0.02313919
132178,0.043656588
132179,0.030709025
132180,0.023201475
132181,0.01331554
132182,0.008976284
132183,0.022253508
132184,0.064126834
132185,0.11033349
132186,0.030615875
132187,0.07420516
132188,0.023160001
132189,0.046434253
132190,0.029151322
132191,0.03571091
132192,0.009455769
132193,0.06673933
132194,0.047899053
132195,0.022552447
132196,0.004483036
132197,0.03032069
132198,0.078241654
132199,0.017274505
132200,0.015654521
132201,0.019176293
132202,0.04294917
132203,0.025686475
132204,0.019205926
132205,0.017789388
132206,0.012132102
132207,0.05732874
132208,0.031632744
132209,0.045672607
132210,0.028288512
132211,0.010256737
132212,0.02765831
132213,0.009629126
132214,0.021370908
